Plugin,Menu,Section,Type,English,Japanese
"ICE","","","","Here's what each of the following does:","各項目の動作："
"ICE","","","","Hide Completed","完了済みを非表示"
"ICE","","","","Hide Unsupported Missions","未対応ミッションを非表示"
"ICE","","","","Highlight EX+ token weathers","EX+トークン対象天候を強調表示"
"ICE","","","","Hold Control to delete profile","Ctrlを押しながらプロファイルを削除"
"ICE","","","","Hold shift to allow applying","Shiftを押しながら適用"
"ICE","","","","Hub Activities","拠点アクティビティ"
"ICE","","","","HUDのクリッピングを無効化###Disable HUD Clipping",""
"ICE","","","","Ice's Cosmic Exploration - Estell fork","Ice's Cosmic Exploration - Estell fork"
"ICE","","","","Ice's Cosmic Exploration - forked by Estell","Ice's Cosmic Exploration - Estell fork"
"ICE","","","","If stuck during nav movement:","ナビ移動中にスタックした場合："
"ICE","","","","If you want to let it auto select the wheels and gamba, enable this. If you want to not auto run when you're running the gamble wheel, disable this.","ホイールとGambaを自動選択させる場合は有効にします。Gambaホイール使用時に自動実行したくない場合は無効にしてください。"
"ICE","","","","If you've done so, you can hold shift to allow enabling this","設定済みの場合はShiftを押しながら有効化できます"
"ICE","","","","Ignore non-Cosmic prompts","コスモ関連以外の確認を無視"
"ICE","","","","Import",""
"ICE","","","","Import Selected Profile","選択中プロファイルをインポート"
"ICE","","","","Increase Gathering & Crafting Speed","採集・製作速度を上げる"
"ICE","","","","Increase the Integrity by 1
50% chance to grant Eureka Moment",""
"ICE","","","","Increases item yield from Gatherer's Boon by 1","採集ボーナス時の獲得数を1増加"
"ICE","","","","Increases the gather chance by 15%
Please note: You can have multiple enabled, but only the one that will get you the closest to 100% the cheapest will be applied",""
"ICE","","","","Increases the gather chance by 15%
This can be applied with normal field mastery, but will only apply per hit",""
"ICE","","","","Increases the gather chance by 5%
Please note: You can have multiple enabled, but only the one that will get you the closest to 100% the cheapest will be applied",""
"ICE","","","","Increases the gather chance by 50%
Please note: You can have multiple enabled, but only the one that will get you the closest to 100% the cheapest will be applied",""
"ICE","","","","Increases the number of items obtained when gathering by 1
Will only apply when the gathering node has full durability",""
"ICE","","","","Increases the number of items obtained when gathering by 2
Will only apply when the gathering node has full durability",""
"ICE","","","","Info","情報"
"ICE","","","","Input below a list of commands that you would like to run after a run has been completed. 
This is kind of my way of letting you somewhat script/set up a sequence of other things that you would like to do that might not be included in the plugin itself. 
If you want something more complex, just make an SND script at that point. And have this run that script post lol.",""
"ICE","","","","Install Stylist","Stylistをインストール"
"ICE","","","","Inverse Priority (Watered -> Regular -> Hi)","優先順位を反転（Watered → Regular → Hi）"
"ICE","","","","It appears that you have on of the following enabled","以下のいずれかが有効になっています"
"ICE","","","","Jump","ジャンプ"
"ICE","","","","Keep ""A Rank"" missions and below","Aランク以下のミッションを維持"
"ICE","","","","Keep Buying: Once the other 2 have been met (Keep/Buy), it will constantly buy this item if it has the credits to do so.
This can only be set to 1 item, and gererally used for things you want to just spend your credits on",""
"ICE","","","","Keep this much Cosmocredits","このコスモクレジット数を残す"
"ICE","","","","Keep: Will buy up to that many items to make sure that you have in your inventory. This count doesn't go down between runs.
Useful for things like cordials where you want to always have a certain amount on hand",""
"ICE","","","","Leatherworker","革細工師"
"ICE","","","","Leveling Grind","レベリング周回"
"ICE","","","","Leveling Grind
-> Will automatically select which mission is the best for leveling your current class based on what level bracket you're in
-> These are hand picked by me, and determined by the time it takes to complete it
-> For crafters it's whatever missions take the least amount of progress-> For gathering, it's whatever is the least pain to do w/ the minimum amount of skills
**These will automatically set settings for using these modes temporarily**",""
"ICE","","","","Limited Nodes##Limited Nodes_2","時間限定採集ポイント##Limited Nodes_2"
"ICE","","","","LTW",""
"ICE","","","","Machinist","機工士"
"ICE","","","","MAKE SURE TO READ THE INFO ON THE RIGHT !","右側の説明を必ず読んでください！"
"ICE","","","","Manual",""
"ICE","","","","Mastership Missions","マスターシップミッション"
"ICE","","","","Mastership [0]","マスターシップ [0]"
"ICE","","","","Mastery Score##MasteryScore","マスターシップスコア##MasteryScore"
"ICE","","","","MASTER：惑星地質史研究支援","MASTER：惑星地質史研究支援"
"ICE","","","","MASTER：惑星植生史研究支援","MASTER：惑星植生史研究支援"
"ICE","","","","MASTER：惑星生命史研究支援","MASTER：惑星生命史研究支援"
"ICE","","","","Max Auxesia Relic [Lv. 20]##AuxesiaMax","Auxesiaレリック最大 [Lv. 20]##AuxesiaMax"
"ICE","","","","Max Oizys Relic [Lv. 17]##OizysMax","Oizysレリック最大 [Lv. 17]##OizysMax"
"ICE","","","","Max Phaenna Relic [Lv. 14]##PhaennaMax","Phaennaレリック最大 [Lv. 14]##PhaennaMax"
"ICE","","","","Max Sinus Relic [Lv. 9]##SinusMax","Sinusレリック最大 [Lv. 9]##SinusMax"
"ICE","","","","Max Tool Exp##ToolMaxExp","ツールEXP最大##ToolMaxExp"
"ICE","","","","Max Use","最大使用回数"
"ICE","","","","Maximum Drones","ドローン最大数"
"ICE","","","","MIN","最小"
"ICE","","","","Min mission rank for cordials","コーディアルを使う最低ミッションランク"
"ICE","","","","Min mission rank for food","食事を使う最低ミッションランク"
"ICE","","","","Miner","採掘師"
"ICE","","","","Minimum Gp for Usage","使用する最低GP"
"ICE","","","","Minimum GP to start mission","ミッション開始に必要な最低GP"
"ICE","","","","Minimum Grade 8 Dark Matter","G8ダークマター最低所持数"
"ICE","","","","Minimum Mounting Range","マウントを使用する最低距離"
"ICE","","","","Minimum Node Durability for Usage","使用する最低採集ポイント耐久"
"ICE","","","","Mininum credits to keep","残しておく最低クレジット"
"ICE","","","","Minumum Items To Gather","最低採集数"
"ICE","","","","Misc Settings","その他設定"
"ICE","","","","Mission ID number","ミッションID"
"ICE","","","","Mission Priority","ミッション優先順位"
"ICE","","","","Mission Search Priority","ミッション検索優先順位"
"ICE","","","","Mission Settings","ミッション設定"
"ICE","","","","Mission Setup","ミッション準備"
"ICE","","","","Mission Type","ミッション種別"
"ICE","","","","Mission:  作業用足場の製作",""
"ICE","","","","Monk","モンク"
"ICE","","","","Mount Settings","マウント設定"
"ICE","","","","Mount: マイチョコボ",""
"ICE","","","","ms stuck###StuckDelay","ms スタック判定###StuckDelay"
"ICE","","","","ms###Crafting","ms###Crafting"
"ICE","","","","ms###Mission","ms###Mission"
"ICE","","","","navmesh移動中にCrazy Taxi矢印を表示###Show Crazy Taxi Arrow when navmeshing",""
"ICE","","","","Need Help?","ヘルプが必要ですか？"
"ICE","","","","New Profile Name","新しいプロファイル名"
"ICE","","","","Ninja","忍者"
"ICE","","","","No",""
"ICE","","","","No items in Armor/Housing/Mounts shopping list","装備／ハウジング／マウントの買い物リストに項目がありません"
"ICE","","","","No items in Materials/Dyes/Items shopping list","素材／染料／アイテムの買い物リストに項目がありません"
"ICE","","","","No location set","地点が設定されていません"
"ICE","","","","No old YAML config found, skipping migration","旧YAML設定が見つからないため移行をスキップします"
"ICE","","","","Node Durability For Usage","使用する採集ポイント耐久"
"ICE","","","","None##None",""
"ICE","","","","Nophica's / Nald'thal's Tidings Buff","ノフィカ／ナルザルの加護バフ"
"ICE","","","","Oizys","Oizys"
"ICE","","","","Oizys [0 / 30]","Oizys [0 / 30]"
"ICE","","","","Oizys [0 / 330]","Oizys [0 / 330]"
"ICE","","","","Only enable this if you want plan on doing missions YOURSELF. AND NOT AUTOMATING IT. Or if you're letting a different plugin do all the automating of turning in, craftings, gathering... and not letting I.C.E. handle interacting with those plugins","ミッションを自分で操作し、I.C.E.では自動化しない場合だけ有効にしてください。"
"ICE","","","","Only selected missions","選択したミッションのみ"
"ICE","","","","Open Craft Settings","製作設定を開く"
"ICE","","","","Open this plugin's interface","このプラグインの画面を開く"
"ICE","","","","Order you would like to do the actions. It will work from the top down.
So if you Have Red Arert -> Drone Search, if a red alert isn't available, it will proceed to use a drone box if it can",""
"ICE","","","","Overlay Window","オーバーレイウィンドウ"
"ICE","","","","Paladin","ナイト"
"ICE","","","","Pathfinding","経路探索"
"ICE","","","","Personalized Fishing Spots","個人用釣り場"
"ICE","","","","Phaenna","Phaenna"
"ICE","","","","Phaenna [0 / 45]","Phaenna [0 / 45]"
"ICE","","","","Phaenna [0 / 495]","Phaenna [0 / 495]"
"ICE","","","","Pictomancer","ピクトマンサー"
"ICE","","","","Pioneer's | Mountaineer's Gift I","パイオニア／マウンテニアギフトI"
"ICE","","","","Pioneer's | Mountaineer's Gift II","パイオニア／マウンテニアギフトII"
"ICE","","","","Planet Selection","惑星選択"
"ICE","","","","Planetary Credit Amount##PlanetAmount","惑星クレジット量##PlanetAmount"
"ICE","","","","Planetary Dronebit Amount##DronebitAmount","惑星ドローンビット量##DronebitAmount"
"ICE","","","","Play Sound Alert on Stop","停止時に通知音を鳴らす"
"ICE","","","","PLEASE NOTE:
This will wipe out all your current profiles, and apply what I would suggest for each one.
For most of you this would be fine, this is really only here if you don't know what to apply for each one.If you're okay with this, hold left shift and apply",""
"ICE","","","","Plugin Logs","プラグインログ"
"ICE","","","","Plugin Requirements","必要プラグイン"
"ICE","","","","Post Mission Commands","ミッション後コマンド"
"ICE","","","","Post Mission Settings","ミッション後設定"
"ICE","","","","Potion","薬品"
"ICE","","","","Potions","薬品"
"ICE","","","","Prefer smaller wheel","小さいホイールを優先"
"ICE","","","","Prevent Overcap","上限超過を防ぐ"
"ICE","","","","Prioritize closest gathering node","最も近い採集ポイントを優先"
"ICE","","","","Profile Name: New Profile","プロファイル名: New Profile"
"ICE","","","","Progress Only Solver","進捗のみソルバー"
"ICE","","","","Progress: 4026","進捗: 4026"
"ICE","","","","Provisional Missions [Weather/Timed/Sequence]","臨時ミッション［天候／時間／連続］"
"ICE","","","","Quality: 5760","品質: 5760"
"ICE","","","","Quick Apply Turnins","納品設定をクイック適用"
"ICE","","","","Randomize radius (yalms)","ランダム半径（ヤルム）"
"ICE","","","","Randomize waypoint positions","ウェイポイント位置をランダム化"
"ICE","","","","Raphael Solver","Raphael Solver"
"ICE","","","","Reaper","リーパー"
"ICE","","","","Recipe Detailed Info","レシピ詳細情報"
"ICE","","","","Record Settings","記録設定"
"ICE","","","","Red Alert","レッドアラート"
"ICE","","","","Red Alert [1]","レッドアラート [1]"
"ICE","","","","Red Alert [4]","レッドアラート [4]"
"ICE","","","","Red Mage","赤魔道士"
"ICE","","","","Relic Grind","レリック周回"
"ICE","","","","Relic Grind
-> Automatically select which missions that are best to finish up your relic
-> These are weighed based on what is needed to complete the tool to the next step
-> If you want to only do certain missions, enable the option and select which ones you want to do",""
"ICE","","","","Relic Grind Mode","レリック周回モード"
"ICE","","","","Relic Grind Settings","レリック周回設定"
"ICE","","","","Relic Job Swap","レリックジョブ切替"
"ICE","","","","Remove Mission Upon Gold Completion","金評価達成時にミッションを除外"
"ICE","","","","Repair all gear in bag","所持品内の装備をすべて修理"
"ICE","","","","Repair at Vendor","修理NPCで修理"
"ICE","","","","Repair Settings","修理設定"
"ICE","","","","Research Module has returned null","Research Moduleがnullを返しました"
"ICE","","","","Reset Weights","重みをリセット"
"ICE","","","","Retarget","再ターゲット"
"ICE","","","","Right click to only enable bronze","右クリックで銅評価のみ有効"
"ICE","","","","Run Drone Finder","ドローン探索を実行"
"ICE","","","","Safety Settings","安全設定"
"ICE","","","","Sage","賢者"
"ICE","","","","Samurai","侍"
"ICE","","","","Save to Favorites","お気に入りへ保存"
"ICE","","","","Scholar","学者"
"ICE","","","","Select Class","クラス選択"
"ICE","","","","Select Gathering Food","採集用食事を選択"
"ICE","","","","Select Mode","モード選択"
"ICE","","","","Select Mounting Option","マウント設定を選択"
"ICE","","","","Select Profile","プロファイルを選択"
"ICE","","","","Select profile to use","使用するプロファイルを選択"
"ICE","","","","Selected","選択中"
"ICE","","","","Selected Relic Level##SelectedRelicLv","選択中レリックレベル##SelectedRelicLv"
"ICE","","","","Self Repair Crafter","クラフターで自己修理"
"ICE","","","","Self Repair Gather","ギャザラーで自己修理"
"ICE","","","","Sequence Missions","連続ミッション"
"ICE","","","","Sequence [0]","連続 [0]"
"ICE","","","","Set to -1 to allow for infinite uses 
Set to 1-> X to set maximum amount of uses per mission",""
"ICE","","","","Settings",""
"ICE","","","","Setup Gathering Profiles","採集プロファイルを設定"
"ICE","","","","Show Crazy Taxi Arrow when navmeshing","navmesh移動中にCrazy Taxi矢印を表示"
"ICE","","","","Show Current Class Score","現在クラスのスコアを表示"
"ICE","","","","Show enabled missions on weather hover","天候にカーソルを合わせたとき有効ミッションを表示"
"ICE","","","","Show Experience Bars on Overlay","オーバーレイに経験値バーを表示"
"ICE","","","","Show Manual Mode Column","手動モード列を表示"
"ICE","","","","Show Overlay","オーバーレイを表示"
"ICE","","","","Show random location debug target","ランダム地点のデバッグターゲットを表示"
"ICE","","","","Show Seconds","秒を表示"
"ICE","","","","Show Total Score","合計スコアを表示"
"ICE","","","","Silver Enabled","銀評価を有効"
"ICE","","","","Sinus Ardorum","Sinus Ardorum"
"ICE","","","","Sinus Ardorum [0 / 50]","Sinus Ardorum [0 / 50]"
"ICE","","","","Sinus Ardorum [0 / 52]","Sinus Ardorum [0 / 52]"
"ICE","","","","Sinus Ardorum [0 / 544]","Sinus Ardorum [0 / 544]"
"ICE","","","","Sinus Ardorum [0 / 54]","Sinus Ardorum [0 / 54]"
"ICE","","","","So if you stop and you're unsure why... this might be why","停止した理由が分からない場合は、この設定が原因かもしれません"
"ICE","","","","Solver","ソルバー"
"ICE","","","","Solver Type","ソルバー種別"
"ICE","","","","Sort By","並び順"
"ICE","","","","Squadron Manual","中隊マニュアル"
"ICE","","","","Stage","段階"
"ICE","","","","Stand Mode 
-> Used to select which missions you want to grind. It'll priortize in the following order:
-> Critical -> Provisional [Sequence/Timed/Weather] -> Standard [A->D]
-> Select which missions you want to do, and go at it.",""
"ICE","","","","Standard","標準"
"ICE","","","","Standard Missions [A->D]","標準ミッション［A→D］"
"ICE","","","","Standard Solver","標準ソルバー"
"ICE","","","","Start","開始"
"ICE","","","","Start Gambling @","Gamba開始値 @"
"ICE","","","","Starting Mission Updater","ミッション更新を開始"
"ICE","","","","Stop","停止"
"ICE","","","","Stop @ Relic Complete","レリック完成時に停止"
"ICE","","","","Stop after current mission","現在のミッション終了後に停止"
"ICE","","","","Stop at Cosmic Credits","コスモクレジット到達時に停止"
"ICE","","","","Stop at Cosmic Score","コスモスコア到達時に停止"
"ICE","","","","Stop at Level","指定レベル到達時に停止"
"ICE","","","","Stop at Planetary Credit Amount","惑星クレジット指定値で停止"
"ICE","","","","Stop once relic completed","レリック完成後に停止"
"ICE","","","","Stop when below x dark matter","ダークマターが指定数未満で停止"
"ICE","","","","Stop When Mastery Complete","マスターシップ完了時に停止"
"ICE","","","","Stop When...","停止条件..."
"ICE","","","","Stuck Detection","スタック検出"
"ICE","","","","Stylist","Stylist"
"ICE","","","","Stylist Repo is Installed","Stylistリポジトリ：導入済み"
"ICE","","","","Stylistで道具を再装備###Use Stylist to re-equip tools",""
"ICE","","","","Stylistリポジトリ：導入済み",""
"ICE","","","","Successfully loaded 4 zones with 112 total routes","4エリア・合計112ルートを正常に読み込みました"
"ICE","","","","Summoner","召喚士"
"ICE","","","","Swap jobs when turning in relic","レリック納品時にジョブを切替"
"ICE","","","","Table Settings","テーブル設定"
"ICE","","","","Task: Update Cosmic Info","タスク：コスモ情報を更新"
"ICE","","","","Test route loaded successfully with 6 nodes","6ノードのテストルートを正常に読み込みました"
"ICE","","","","The gathering companion that we all needed.","みんなが求めていた採集サポート。"
"ICE","","","","These are a list of the following plugins that are required for the plugin to function. If you don't have these installed, it will not function properly","このプラグインの動作に必要なプラグイン一覧です。導入されていない場合、正常に動作しません。"
"ICE","","","","This does abosolutely nothing
But I know there's going to be people who enable this and don't read, so it's a tehe.
Thanks for using my plugin though, it means a lot <3",""
"ICE","","","","This is here for safety! If you want to decrease the delay before turnin be my guest.
Safety is around... 2500? If you're having animation locks you can absolutely increase it higher
Or if you're feeling daredevil. Lower it. I'm not your dad (will tell dad jokes though.",""
"ICE","","","","This is here for safety! If you want to decrease the delay between missions be my guest.
Safety is around... 250? If you're having animation locks you can absolutely increase it higher
Or if you're feeling daredevil. Lower it. I'm not your dad (will tell dad jokes though.",""
"ICE","","","","This is your personalized shopping list that you can create that it will run when you hit a certain amount of credits.","指定クレジット数に達したとき実行する、自分用の買い物リストです。"
"ICE","","","","This isn't required, but highly recommended for leveling up characters. It will auto equip gear from your armory/inventory, and swap it out when running Leveling Grind Mode","必須ではありませんが、レベリング時に強く推奨します。アーマリーチェスト／所持品から装備を自動更新し、レベリング周回中に着替えます。"
"ICE","","","","This mode is if you want to do a series of things in a particular order. So for example, if you wanted to grind out all the relics on all the classes back to back
Or if you wanted to do the relic on WVR -> Then farm score on BTN -> Farm credits on BSM
Really is the ""I want to do this order of things"" kind of thing.
Note. I'm not responsible if you leave this on and get banned for it. I'm not one for leaving things at their pc, but people are watching always. Keep this in mind",""
"ICE","","","","This will allow you to grind other classes for criticals/red alerts. (So if you're on crp, but a bsm red alert pops up)","他クラスのクリティカル／レッドアラートも周回対象にします。（例：CRP中にBSMのレッドアラートが出た場合）"
"ICE","","","","This will check to see if you're on a gathering/crafting class upon first entering the moon.
If you are, it will automatically start as if you had pressed the start button yourself
Really useful if you have a tool to auto-log you in/if you just want to enter the moon and go
This will ONLY run upon first entry.",""
"ICE","","","","This will make the Gamba prefer wheels with less items.","Gambaでアイテム数の少ないホイールを優先します。"
"ICE","","","","Time Expired: 制限時間まで粘ってからターンインする
(ゴール達成でタイマーが延びるTool Mastery等向け。スコアでは報告しません)",""
"ICE","","","","Timed Missions","時間制限ミッション"
"ICE","","","","Timed Missions##Timed Missions_1","時間制限ミッション##Timed Missions_1"
"ICE","","","","Timed [0]","時間制限 [0]"
"ICE","","","","Travel & Pathfinding","移動・経路探索"
"ICE","","","","Turnin if relic is complete##RelicTurnin_GeneralSetting","レリック完成時に納品##RelicTurnin_GeneralSetting"
"ICE","","","","Turnin if relic is complete##RelicTurnin_RelicGrind","レリック完成時に納品##RelicTurnin_RelicGrind"
"ICE","","","","Until maxed only","最大になるまでのみ"
"ICE","","","","Use Aethernet","都市内転送を使用"
"ICE","","","","Use Boards (hover platforms)","ボード（浮遊足場）を使用"
"ICE","","","","Use cogs button instead of home","ホームの代わりに歯車ボタンを使用"
"ICE","","","","Use cordial when below the following GP","GPが以下になったらコーディアルを使用"
"ICE","","","","Use food on gathering missions","採集ミッションで食事を使用"
"ICE","","","","Use Global Artisan Settings","Artisan共通設定を使用"
"ICE","","","","Use Hub Return","拠点帰還を使用"
"ICE","","","","Use mount in mission","ミッション中にマウントを使用"
"ICE","","","","Use mount outside mission","ミッション外でマウントを使用"
"ICE","","","","Use personal return spots","個人用帰還地点を使用"
"ICE","","","","Use Red Alert NPC for travel","移動にレッドアラートNPCを使用"
"ICE","","","","Use Stylist to re-equip tools","Stylistで道具を再装備"
"ICE","","","","Verbose","詳細ログ"
"ICE","","","","Viper","ヴァイパー"
"ICE","","","","Visualize Dismount Radius","降りる範囲を表示"
"ICE","","","","Visualize radius","範囲を表示"
"ICE","","","","vnavmesh is installed","vnavmesh：導入済み"
"ICE","","","","vnavmesh Repo is Installed","vnavmeshリポジトリ：導入済み"
"ICE","","","","vnavmeshリポジトリ：導入済み",""
"ICE","","","","vnavmesh：導入済み",""
"ICE","","","","Warning! This is a safety feature to avoid joining random parties!
If you you uncheck this, YOU WILL JOIN random party invites.
You have been warned. Disable at your own risk.",""
"ICE","","","","Warrior","戦士"
"ICE","","","","We're not in a cosmic area, so we're going to just exit this check","コスモエリア外のため、このチェックを終了します"
"ICE","","","","Weather Missions","天候ミッション"
"ICE","","","","Weather [0]","天候 [0]"
"ICE","","","","Weaver","裁縫師"
"ICE","","","","What's the maximum amount of drones you wanna keep?
0 = will just keep buying
Anything above 0 will just be a hard cap and will stop buying if it reaches this",""
"ICE","","","","What's the minimum durability a node can have before this action is activated?
Mainly used for missions where you can chain durability refresh",""
"ICE","","","","When do you wanna buy drones from the vendor?
Set in incriments of 200, max of 5,000",""
"ICE","","","","When enabled, overlays will render over the native UI elements","有効にすると、オーバーレイをゲーム標準UIより前面に表示します"
"ICE","","","","When enabled, the pathfinder will not use Stellar Return to travel to gathering nodes.
This applies to both Hub Return and Hub + Aethernet travel methods.",""
"ICE","","","","When stuck during navmesh movement for the configured delay:
- Jump: attempts to jump over the obstacle
- Retarget: stops and re-pathfinds to the destination (re-randomizes if enabled)",""
"ICE","","","","Where'd the dual craft amount go?","2クラス製作数の設定はどこ？"
"ICE","","","","White Mage","白魔道士"
"ICE","","","","Will only work while using ICE and not manual mode
Will also pause pandora cordial usage while on the moon",""
"ICE","","","","WVR",""
"ICE","","","","x89","x89"
"ICE","","","","You can't buy any items with your current credit value/items (tis fine, this just a test)","現在のクレジット／所持アイテムでは購入できるものがありません。（テスト用表示です）"
"ICE","","","","このプラグインの動作に必要なプラグイン一覧です。導入されていない場合、正常に動作しません。",""
"ICE","","","","その他設定",""
"ICE","","","","みんなが求めていた採集サポート。",""
"ICE","","","","アンカーマウンテン周辺の地質調査",""
"ICE","","","","イリデセント・ステップス周辺の精密地質調査",""
"ICE","","","","ウェイポイント位置をランダム化###Randomize waypoint positions",""
"ICE","","","","エーテル高伝導素材の効率調達",""
"ICE","","","","オイジュスアルメンの調達要請",""
"ICE","","","","オイジュス地史学用精選材の抽出",""
"ICE","","","","オーバーレイに経験値バーを表示###Show Experience Bars on Overlay",""
"ICE","","","","オーバーレイを自動リサイズ###Auto Resize Overlay",""
"ICE","","","","オーバーレイを表示###Show Overlay",""
"ICE","","","","ガラスインゴット素材の採集",""
"ICE","","","","ガラス加工道具の製作",""
"ICE","","","","ガラス研磨部材の研究協力",""
"ICE","","","","ガラス精錬素材の調達",""
"ICE","","","","キャラクター設定",""
"ICE","","","","クラス進捗",""
"ICE","","","","クラス選択",""
"ICE","","","","クルケッド・シダーのつるの調達要請",""
"ICE","","","","グラスファイバーの追加製作",""
"ICE","","","","コスモエクスプローラーエリア進入時に自動開始###Auto start upon entering a Cosmic Exploration area",""
"ICE","","","","コスモライナー用素材の製作",""
"ICE","","","","コスモ・アームドウェポン改認証鍵",""
"ICE","","","","コスモ紅サシの活用調査",""
"ICE","","","","コスモ関連以外の確認を無視###Ignore non-Cosmic prompts",""
"ICE","","","","コピーキューブ資源の大量調達",""
"ICE","","","","ジャンプ###Jump",""
"ICE","","","","ジョブを自動選択",""
"ICE","","","","スタック検出",""
"ICE","","","","ステラーステータスを自動解除###Auto-Remove Stellar Status",""
"ICE","","","","ステラースプリントを自動使用###Auto-Use Stellar Sprint",""
"ICE","","","","ソルバー種別",""
"ICE","","","","ソーダライム・フロート下流の分布調査",""
"ICE","","","","ソーダライム・フロート周辺の精密地質調査",""
"ICE","","","","ダークマターが指定数未満で停止###Stop when below x dark matter",""
"ICE","","","","テント改良部材の調達",""
"ICE","","","","テーブル設定",""
"ICE","","","","ナビ移動中にスタックした場合：###If stuck during nav movement:",""
"ICE","","","","ハイウッド・エステートの植生調査",""
"ICE","","","","パエンナグラスの追加製作",""
"ICE","","","","パエンナ探索用備品の増産",""
"ICE","","","","パエンナ資源の活用法研究",""
"ICE","","","","パワーローダー認証鍵",""
"ICE","","","","プリズマチック・シンクの分布調査",""
"ICE","","","","ヘルプが必要ですか？",""
"ICE","","","","ベータ機能：正常に動作しない場合があります",""
"ICE","","","","ホイールローダー起動鍵",""
"ICE","","","","ホッププリント・ノースの生態調査",""
"ICE","","","","ホームの代わりに歯車ボタンを使用###Use cogs button instead of home",""
"ICE","","","","ボード（浮遊足場）を使用###Use Boards (hover platforms)",""
"ICE","","","","マウント設定",""
"ICE","","","","マスターミッションをドローンより優先",""
"ICE","","","","ミッションを自分で操作し、I.C.E.では自動化しない場合だけ有効にしてください。",""
"ICE","","","","ミッションメニューに待機を追加###Add delay to mission menu",""
"ICE","","","","ミッション中にマウントを使用###Use mount in mission",""
"ICE","","","","ミッション優先順位",""
"ICE","","","","ミッション外でマウントを使用###Use mount outside mission",""
"ICE","","","","ミッション後コマンド",""
"ICE","","","","ミッション後設定",""
"ICE","","","","ミッション準備",""
"ICE","","","","ミッション設定",""
"ICE","","","","ムーンクロマイトの連続採集",""
"ICE","","","","モロス・ウェルの環境相関調査",""
"ICE","","","","ランダム地点のデバッグターゲットを表示###Show random location debug target",""
"ICE","","","","リフティング・レグ南東の植生調査",""
"ICE","","","","レインボー・コピーキューブの花の調達要請",""
"ICE","","","","レッドアラートへの経路探索を無効化###Disable Pathfinding to Red Alerts",""
"ICE","","","","レッドアラート中は拠点アクティビティを行わない###Don't do hub activities when a red alert is active",""
"ICE","","","","レポリット向けの住環境改善試験",""
"ICE","","","","レポリット向けの食生活改善試験",""
"ICE","","","","レリックジョブ切替",""
"ICE","","","","レリック周回モード",""
"ICE","","","","レリック周回設定",""
"ICE","","","","レリック完成時に納品##RelicTurnin_GeneralSetting###Turnin if relic is complete##RelicTurnin_GeneralSetting",""
"ICE","","","","レリック完成時に納品##RelicTurnin_RelicGrind###Turnin if relic is complete##RelicTurnin_RelicGrind",""
"ICE","","","","レリック用にレッドアラートを許可###Allow Red Alerts for Relic",""
"ICE","","","","レリック納品時にジョブを切替###Swap jobs when turning in relic",""
"ICE","","","","中隊マニュアル",""
"ICE","","","","乗り口へ歩くと自動発進してショートカット先へ運ばれる連絡ボードを移動に使います(オルジュス/Auxesia)。",""
"ICE","","","","乱重力対策の開発支援",""
"ICE","","","","乱重力対策備品の高度加工",""
"ICE","","","","他クラスのクリティカル／レッドアラートも周回対象にします。（例：CRP中にBSMのレッドアラートが出た場合）",""
"ICE","","","","以下のいずれかが有効になっています",""
"ICE","","","","作業員への炊き出し準備",""
"ICE","","","","作業員用板金道具の調達依頼",""
"ICE","","","","作業用足場",""
"ICE","","","","保温性の革布製作",""
"ICE","","","","個人用帰還地点を使用###Use personal return spots",""
"ICE","","","","個人用釣り場",""
"ICE","","","","停止した理由が分からない場合は、この設定が原因かもしれません",""
"ICE","","","","停止条件...","停止条件..."
"ICE","","","","先駆者文明の考察協力",""
"ICE","","","","全クラスのクリティカルを許可###Allow Criticals for all Classes",""
"ICE","","","","全臨時ミッション種別を許可###Allow All Provisional Kinds",""
"ICE","","","","再ターゲット###Retarget",""
"ICE","","","","動力伝達用シャフトの製作",""
"ICE","","","","合計スコアを表示###Show Total Score",""
"ICE","","","","合金サンプルの試験的精錬",""
"ICE","","","","合金加工用素材の採集",""
"ICE","","","","合金素材の採集",""
"ICE","","","","園芸師／採掘師／漁師向け",""
"ICE","","","","圧壊した坑道の試料調査",""
"ICE","","","","地点が設定されていません",""
"ICE","","","","基地内の家具備品製作",""
"ICE","","","","基地周辺の新資源調査",""
"ICE","","","","士気向上用品の提供",""
"ICE","","","","多用途資源の精選抽出",""
"ICE","","","","大型作業ドリルの追加納入",""
"ICE","","","","天体望遠鏡の部材支援",""
"ICE","","","","天候 [0]",""
"ICE","","","","天候にカーソルを合わせたとき有効ミッションを表示###Show enabled missions on weather hover",""
"ICE","","","","宇宙船用の断熱材調達",""
"ICE","","","","安全設定",""
"ICE","","","","寝室用の高級カーテン製作",""
"ICE","","","","局地用パワーローダー認証鍵",""
"ICE","","","","居住区環境改善計画","居住区環境改善計画"
"ICE","","","","希少水産物の獲得調査",""
"ICE","","","","希少素材の加工",""
"ICE","","","","必要プラグイン",""
"ICE","","","","必須ではありませんが、レベリング時に強く推奨します。アーマリーチェスト／所持品から装備を自動更新し、レベリング周回中に着替えます。",""
"ICE","","","","性質特化素材の調達",""
"ICE","","","","惑星トークンを自動表示／非表示###Auto Hide/Show Planet Tokens",""
"ICE","","","","惑星選択",""
"ICE","","","","惑星鉱物の抽出精錬",""
"ICE","","","","手動ターゲット",""
"ICE","","","","手動モード列を表示###Show Manual Mode Column",""
"ICE","","","","拠点アクティビティ",""
